name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Alert Alarms Limited,http://www.alertalarms.co.uk,None,"Description:
	Are you looking to protect your home or business? For over 40 years Alert Alarms has been trusted to install and maintain intruder alarms for both home security systems and business security systems. With over 3000 clients across Worcestershire, Warwickshire and the West Midlands, we have earned an unrivalled reputation for delivering the very best security alarm systems and for providing exceptional customer care and service.
The content on this listing is provided by thomsonlocal. The copying of any content (including images) without our consent is in breach of our T & C’s | All Rights Reserved.
Business Hours: 
	Mon: 12:00 am - 12:00 am
	Tue: 12:00 am - 12:00 am
	Wed: 12:00 am - 12:00 am
	Thu: 12:00 am - 12:00 am
	Fri: 12:00 am - 12:00 am
	Sat: 12:00 am - 12:00 am
	Sun: 12:00 am - 12:00 am
For more information, please contact us with the following details: 
Contact Telephone: 
	01527 522489
Contact Email: 
bill@alertalarms.co.uk",None,['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Extra Skills,https://www.extraskills.uk,None,"Extra Skills is an established, vocational training provider serving the whole West Midlands.
The local company offer  short vocational courses  for diverse population from all backgrounds,  age groups and skill levels. 
Whether you need to improve your IT skills or you arer looking to gain new skills, we can help you transform your professional life.",None,['Education'],Development and Testing,None,None,2022/06/4,None,6,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Kerbo Charge,https://www.kerbocharge.com,None,"We solve the problem of how to charge your electric car if you don't have a drive.
We created a slim and flexible polymer channel with a self-closing lid. It is installed into the pavement outside a resident's home, and the lid sits flush with the pavement. 
When the resident wishes to charge, they lift the lid, drop the cable in, and connect to a wall-mounted charger attached to the front of their house.
The patent pending self-closing lid snaps down shut behind the charging cable as it is inserted and removed.",None,['Automotive and Services'],Shipping,None,None,2022/06/2,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Lezzat,https://www.lezzat.co.uk,None,"Lezzat is a full-service Amazon marketing agency based in Reading, UK, and Athens, Greece. We are a bunch of Amazon sellers ourselves that got frustrated with the process of selling on Amazon and decided to provide our services so others will not face the same problems.
Our team consists of marketers, designers, photographers, and consultants who are here to alleviate the complexities of selling on Amazon. Lezzat was created by Amazon sellers for Amazon sellers, with some of the world’s most popular consumer brands and innovative start-ups as our clients.",None,['Advertising / PR / Marketing'],Mature,None,None,2018/07/17,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
AI Jobs,https://www.aijobs.ai/,None,We are the leading jobs board for all things in AI Jobs. AI Jobs are about to become the most important job sector in the world and we provide guides to how to get those jobs and the jobs for people to apply to.,None,['Staffing / Employment Agencies'],None,None,None,2023/01/11,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Drinking Mates Live,https://www.drinkingmates.live,None,"Join Drinking Mates Live and you will never have a boring night drinking alone again. 
We cater to any adult who meets the legal drinking age and wants to find a mate to drink with. We are not a dating site, so we encourage people from all walks of life to connect and enjoy a drink together.
Find drinking mates while out at a local bar, or drink online with people around the world thanks to our market-leading language-translation live chat tool.",None,['Other'],Idea,None,None,2022/12/1,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Rowe & Bear,https://roweandbear.co.uk/,None,"Description:
Rowe & Bear is an independent award-winning Branding, Web Design & Digital Marketing studio based in North Wales. We are a dedicated team who focuses on delivering growth for our clients through our range of services. Our mission is to establish brands as leaders in their marketplace.
We have 10+ years of experience and have built a reputation for our high-quality, results-driven work.
We work with clients locally and throughout the UK.
Business Hours:
Mon-Thu: 09:00 - 17:00
Fri: 09:00 - 16:00
Sat-Sun: Closed
Payment Methods:
Cash, Visa, Mastercard, Invoice
For more information, please contact us with the following details:
Contact Email:
hello@roweandbear.co.uk
Contact Telephone:
+44 1745 289325
Other Social Media Profiles:
https://www.linkedin.com/company/roweandbear/
https://www.pinterest.co.uk/roweandbear/
https://www.instagram.com/roweandbear/",None,['Advertising / PR / Marketing'],None,None,None,2014/01/1,None,2,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Eden Perfumes,http://edenperfumes.co.uk/,None,"Description:
	We are the newest natural and vegan perfumery in the UK. Match your favourite perfume to a natural 'No Nasty Chemicals' vegan friendly version with us here at Eden!
We hope to encourage change in the perfume and beauty industry with our affordable, organic, and vegan.
	approach to how we make our artisan perfumes and future products.
Business Hours:
	Mon: 11:00 - 18:00
	Tue: 10:00 - 18:00
	Wed: 10:00 - 18:00
	Thu: 10:00 - 18:00
	Fri: 10:00 - 18:00
	Sat: 10:00 - 18:00
	Sun: 11:00 - 17:00
Payment Methods:
	Visa, Mastercard, American Express
For more information, please contact us with the following details:
Contact Telephone:
	+44 7793003413
Contact Email:
admin@edenperfumes.co.uk
Other Social Media Profiles:
https://www.instagram.com/eden_perfumes_vegan/?hl=en",None,['Retail'],None,None,None,2014/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
CarReg Bath - Private Number Plates,https://www.carreg.co.uk/bath-office/,None,"Description:
	CarReg - Private Number Plates is a long established UK company with our main office is located centrally in Wolverhampton. Now open in Bath to facilitate our clients located in the South West of the UK where Important vehicle documents and actual number plates can be hand delivered or collected. If you wish to buy or sell personalised & private number plates, please see our website for more information.
Business hours:
	Mon: 09:00 - 17:00
	Tue: 09:00 - 17:00
	Wed: 09:00 - 17:00
	Thu: 09:00 - 17:00
	Fri: 09:00 - 17:00
	Sat: 09:00 - 15:00
	Sun: Closed
For more information, please contact us with the details below:
Contact Telephone:
	+44 1902 791997",None,['Automotive and Services'],None,None,None,None,None,8,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Chiropractic First Manchester,https://chiropractic-first.co.uk/our-clinics/chiropractor-manchester/,None,"Description:
Chiropractic First in Manchester is based in the city centre and was opened in 2015. The chiropractic care clinic is run as a joint venture between Dr. Matt Kan and Dr. David Bates, both qualified Doctors of Chiropractic. Treatments and care includes symptoms and conditions such as Slipped Disc, Scoliosis, Headaches, Migraines, Neck and Lower Back Pain, Numbness and Tingling. We offer natural chiropractic care for optimal health and wellness. Find useful information and resources on the benefits of visiting a chiropractor as well as learning more about the conditions and symptoms we treat.
Business Hours:
Mon-Tue: 8:00am - 6:00pm
	Wed: 8:00am - 1:00pm
	Thu: 8:00am - 6:00pm
	Fri: 8:00am - 1:00pm
	Sat: 9:30am - 1:00pm
	Sun: Closed
For more information, please contact us with the following details:
Contact Email:
cf.sas@cfg.sg
Contact Telephone:
0161 819 2099",None,['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Nuant,https://www.nuant.com,None,"Nuant combines data, insights, and analytics with portfolio monitoring, portfolio construction, compliance, and risk management to help managers win and retain clients in digital asset management. 
Nuant seamlessly meets the needs of digital asset institutions today with the future financial services data, solutions & architecture of tomorrow.",None,['Financial Services'],Shipping,None,None,2022/02/4,None,250,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
ParentShield,https://parentshield.co.uk,None,"ParentShield is the only child-only mobile network with special monitoring, blocking, and control built-in features to keep users safe and parents informed with peace of mind.
For a fixed monthly cost, parents and guardians will have the assurance that their child can always call and text home without the fear that they will use all their credit, run up a big bill, or be unable to call home.",None,['IT.Telecommunication'],Shipping,None,None,2018/04/13,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Express Auto Centre,https://expressautocentre.co.uk,None,AutoMend Approved Member. Recognized by West Yorkshire Trading Standards Best prices in Wakefield for MOT & Tyres Our purpose-built facilities based in Ossett are independently owned and operated providing full-service car repair and maintenance services. We use the latest diagnostic equipment to guarantee your vehicle is repaired or serviced properly and in a timely fashion. We are an AutoMend Approved Member and also recognized by West Yorkshire Trading Standards as adhering to fair selling practices and providing high levels of customer service.VOSA Approved Testing Facility,None,['Advertising / PR / Marketing'],Idea,None,None,1996/03/2,None,100,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Sanction Scanner,https://sanctionscanner.com/,None,"Who We Are
Sanction Scanner is an Anti-Money Laundering solutions provider established in 2019. More than 300 companies use our products to fight against financial crimes.
What do We do?
Money laundering is laundered through financial systems every year, corresponding to 2-5% of the global GDP. Moreover,
the illegal activities of criminal gangs increase with money laundering. Sanction Scanner offers solutions to prevent Money Laundering and Terrorist Financing in Regulation Technologies (RegTech).
 
Sanction Scanner provides Name Screening and Transaction Monitoring solutions, continuously monitoring the sanction lists of 220+ countries with innovative methods to many domestic and foreign institutions.",None,"['IT.Service', 'Startup Services']",None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
